Sample	Type	RR(ms)
9853861	2	477	
9854099	0	1366	
9854195	2	488	
9854436	0	1383	
9854530	2	477	
9854766	0	1355	
9854861	2	483	
9855110	0	1427	
9855203	2	472	
9855452	0	1427	
9855545	2	472	
9855781	0	1355	
9855876	2	483	
9856102	0	1300	
9856200	2	500	
9856444	0	1400	
9856537	2	472	
9856778	0	1383	
9856871	2	472	
9857126	0	1461	
9857217	2	461	
9857471	0	1455	
9857562	2	461	
9857823	0	1494	
9857913	2	455	
9858178	0	1516	
9858268	2	455	
9858529	0	1494	
9858619	2	455	
9858879	0	1488	
9858969	2	455	
9859225	0	1466	
9859316	2	461	
9859557	0	1383	
9859650	2	472	
9859880	0	1322	
9859977	2	494	
9860196	0	1261	
9860295	2	505	
9860518	0	1283	
9860615	2	494	
9860854	0	1372	
9860947	2	472	
9861180	0	1338	
9861274	2	477	
9861511	0	1361	
9861604	2	472	
9861839	0	1350	
9861932	2	472	
9862169	0	1361	
9862262	2	472	
9862506	0	1400	
9862597	2	461	
9862852	0	1461	
9862943	2	461	
9863195	0	1444	
9863286	2	461	
9863531	0	1405	
9863623	2	466	
9863859	0	1355	
9863951	2	466	
9864185	0	1344	
9864278	2	472	
9864503	0	1294	
9864600	2	494	
9864816	0	1244	
9864915	2	505	
9865127	0	1222	
9865226	2	505	
9865448	0	1277	
9865545	2	494	
9865766	0	1272	
9865863	2	494	
9866088	0	1288	
9866184	2	494	
9866413	0	1316	
9866507	2	477	
9866753	0	1411	
9866844	2	461	
9867083	0	1372	
9867175	2	466	
9867410	0	1350	
9867503	2	472	
9867728	0	1294	
9867824	2	488	
9868047	0	1283	
9868142	2	483	
9868362	0	1266	
9868459	2	494	
9868686	0	1305	
9868781	2	483	
9869004	0	1283	
9869101	2	494	
9869328	0	1305	
9869424	2	488	
9869649	0	1294	
9869745	2	488	
9869987	0	1388	
9870079	2	466	
9870313	0	1344	
9870406	2	472	
9870639	0	1338	
9870732	2	472	
9870967	0	1350	
9871060	2	472	
9871293	0	1338	
9871388	2	483	
9871620	0	1333	
9871714	2	477	
9871941	0	1305	
9872038	2	494	
9872268	0	1322	
9872362	2	477	
9872597	0	1350	
9872690	2	472	
9872925	0	1350	
9873018	2	472	
9873252	0	1344	
9873346	2	477	
9873578	0	1333	
9873671	2	472	
9873897	0	1300	
9873994	2	494	
9874218	0	1288	
9874314	2	488	
9874538	0	1288	
9874636	2	500	
9874882	0	1411	
9874973	2	461	
9875225	0	1444	
9875316	2	461	
9875563	0	1416	
9875654	2	461	
9875893	0	1372	
9875985	2	466	
9876217	0	1333	
9876310	2	472	
9876531	0	1272	
9876629	2	500	
9876853	0	1288	
9876949	2	488	
9877170	0	1272	
9877267	2	494	
9877490	0	1283	
9877587	2	494	
9877815	0	1311	
9877909	2	477	
9878136	0	1305	
9878232	2	488	
9878455	0	1283	
9878552	2	494	
9878776	0	1288	
9878873	2	494	
9879094	0	1272	
9879191	2	494	
9879415	0	1288	
9879512	2	494	
9879735	0	1283	
9879831	2	488	
9880056	0	1294	
9880152	2	488	
9880371	0	1261	
9880469	2	500	
9880685	0	1244	
9880783	2	500	
9880989	0	1188	
9881090	2	516	
9881285	0	1127	
9881390	2	538	
9881568	0	1033	
9881708	0	772	
9881845	0	761	
9881985	0	783	
9882135	0	833	
9882293	0	877	
9882472	0	988	
9882572	2	516	
9882828	0	1466	
9882917	2	450	
9883186	0	1538	
9883274	2	444	
9883528	0	1455	
9883617	2	450	
9883844	0	1300	
9883937	2	477	
9884147	0	1211	
9884245	2	500	
9884449	0	1172	
9884547	2	505	
9884747	0	1155	
9884849	2	522	
9885054	0	1177	
9885153	2	511	
9885362	0	1205	
9885462	2	511	
9885678	0	1244	
9885775	2	494	
9885989	0	1233	
9886088	2	505	
9886306	0	1255	
9886403	2	494	
9886613	0	1211	
9886713	2	511	
9886924	0	1216	
9887023	2	505	
9887237	0	1233	
9887336	2	505	
9887561	0	1294	
9887657	2	488	
9887874	0	1250	
9887974	2	511	
9888193	0	1255	
9888291	2	505	
9888508	0	1250	
9888607	2	505	
9888835	0	1311	
9888930	2	483	
9889149	0	1261	
9889248	2	505	
9889463	0	1238	
9889562	2	505	
9889765	0	1172	
9889869	2	533	
9890059	0	1094	
9890206	0	822	
9890346	0	777	
9890486	0	777	
9890624	0	766	
9890722	2	500	
9890911	0	1094	
9891052	0	777	
9891190	0	766	
9891329	0	777	
9891422	2	472	
9891612	0	1094	
9891750	0	772	
9891843	2	472	
9892037	0	1122	
9892177	0	777	
9892316	0	772	
9892453	0	761	
9892588	0	744	
9892726	0	772	
9892863	0	761	
9893000	0	761	
9893136	0	755	
9893277	0	783	
9893421	0	800	
9893569	0	822	
9893666	2	494	
9893883	0	1250	
9893998	2	594	
9894207	0	1200	
9894313	2	550	
9894531	0	1255	
9894633	2	522	
9894857	0	1288	
9894956	2	505	
9895176	0	1266	
9895278	2	522	
9895489	0	1216	
9895592	2	527	
9895801	0	1205	
9895906	2	538	
9896125	0	1261	
9896225	2	511	
9896457	0	1333	
9896554	2	494	
9896804	0	1433	
9896897	2	472	
9897151	0	1455	
9897244	2	472	
9897496	0	1444	
9897589	2	472	
9897839	0	1433	
9897932	2	472	
9898178	0	1411	
9898272	2	477	
9898516	0	1400	
9898610	2	477	
9898852	0	1388	
9898946	2	477	
9899188	0	1388	
9899283	2	483	
9899520	0	1361	
9899614	2	477	
9899846	0	1327	
9899942	2	494	
9900169	0	1305	
9900265	2	488	
9900487	0	1277	
9900585	2	500	
9900807	0	1272	
9900905	2	505	
9901127	0	1277	
9901225	2	500	
9901452	0	1305	
9901549	2	494	
9901772	0	1283	
9901869	2	494	
9902089	0	1266	
9902187	2	500	
9902402	0	1238	
9902499	2	494	
9902715	0	1244	
9902813	2	500	
9903032	0	1261	
9903129	2	494	
9903349	0	1266	
9903446	2	494	
9903664	0	1250	
9903762	2	505	
9903972	0	1211	
9904072	2	511	
9904269	0	1138	
9904375	2	544	
9904561	0	1077	
9904702	0	777	
9904845	0	800	
9904987	0	783	
9905136	0	833	
9905295	0	883	
9905468	0	961	
9905649	0	1005	
9905742	2	472	
9906014	0	1555	
9906102	2	444	
9906389	0	1638	
9906477	2	444	
9906755	0	1588	
9906844	2	450	
9907097	0	1450	
9907189	2	466	
9907427	0	1366	
9907521	2	477	
9907744	0	1283	
9907843	2	505	
9908066	0	1283	
9908163	2	494	
9908394	0	1327	
9908489	2	483	
9908740	0	1438	
9908832	2	466	
9909088	0	1466	
9909179	2	461	
9909426	0	1416	
9909518	2	466	
9909762	0	1400	
9909854	2	477	
9910092	0	1355	
9910186	2	477	
9910417	0	1327	
9910512	2	483	
9910738	0	1300	
9910834	2	488	
9911064	0	1316	
9911158	2	483	
9911388	0	1322	
9911483	2	483	
9911734	0	1438	
9911825	2	461	
9912060	0	1350	
9912153	2	472	
9912398	0	1405	
9912489	2	461	
9912737	0	1422	
9912828	2	461	
9913079	0	1438	
9913169	2	455	
9913407	0	1366	
9913498	2	461	
9913746	0	1422	
9913836	2	455	
9914078	0	1388	
9914169	2	461	
9914413	0	1400	
9914503	2	455	
9914736	0	1338	
9914827	2	461	
9915068	0	1377	
9915158	2	461	
9915393	0	1350	
9915484	2	461	
9915739	0	1461	
9915827	2	444	
9916079	0	1444	
9916168	2	450	
9916416	0	1422	
9916505	2	450	
9916748	0	1388	
9916838	2	461	
9917072	0	1344	
9917162	2	455	
9917395	0	1333	
9917486	2	466	
9917715	0	1316	
9917806	2	461	
9918038	0	1327	
9918129	2	466	
9918358	0	1316	
9918448	2	455	
9918679	0	1327	
9918770	2	472	
9918995	0	1283	
9919087	2	466	
9919302	0	1233	
9919398	2	494	
9919606	0	1200	
9919702	2	488	
9919915	0	1222	
9920011	2	494	
9920227	0	1244	
9920321	2	477	
9920557	0	1350	
9920647	2	461	
9920891	0	1400	
9920980	2	450	
9921229	0	1427	
9921318	2	450	
9921555	0	1361	
9921645	2	455	
9921887	0	1383	
9921976	2	455	
9922208	0	1333	
9922298	2	455	
9922535	0	1355	
9922624	2	455	
9922849	0	1294	
9922941	2	466	
9923163	0	1277	
9923255	2	466	
9923473	0	1255	
9923568	2	483	
9923785	0	1250	
9923879	2	477	
9924091	0	1222	
9924186	2	483	
9924406	0	1266	
9924499	2	472	
9924729	0	1322	
9924819	2	455	
9925051	0	1333	
9925141	2	455	
9925366	0	1294	
9925459	2	472	
9925678	0	1261	
9925772	2	477	
9925985	0	1227	
9926080	2	483	
9926299	0	1261	
9926393	2	477	
9926607	0	1233	
9926702	2	483	
9926920	0	1250	
9927014	2	483	
9927226	0	1222	
9927322	2	488	
9927535	0	1227	
9927631	2	488	
9927838	0	1194	
9927936	2	500	
9928149	0	1222	
9928244	2	488	
9928453	0	1205	
9928550	2	494	
9928779	0	1316	
9928869	2	455	
9929095	0	1300	
9929189	2	477	
9929419	0	1322	
9929509	2	455	
9929729	0	1266	
9929823	2	477	
9930029	0	1183	
9930125	2	494	
9930321	0	1133	
9930421	2	511	
9930622	0	1155	
9930719	2	500	
9930923	0	1177	
9931020	2	494	
9931235	0	1233	
9931329	2	483	
9931541	0	1222	
9931636	2	483	
9931853	0	1250	
9931947	2	477	
9932169	0	1277	
9932262	2	472	
9932491	0	1316	
9932582	2	461	
9932812	0	1322	
9932904	2	466	
9933141	0	1355	
9933231	2	472	
9933467	0	1344	
9933559	2	466	
9933793	0	1344	
9933884	2	461	
9934116	0	1333	
9934208	2	466	
9934434	0	1300	
9934529	2	483	
9934758	0	1311	
9934851	2	477	
9935081	0	1322	
9935175	2	477	
9935418	0	1394	
9935508	2	466	
9935740	0	1322	
9935834	2	477	
9936063	0	1316	
9936156	2	472	
9936376	0	1266	
9936472	2	488	
9936689	0	1250	
9936786	2	494	
9937006	0	1266	
9937102	2	488	
9937345	0	1394	
9937435	2	455	
9937676	0	1383	
9937767	2	461	
9938005	0	1366	
9938096	2	461	
9938328	0	1333	
9938421	2	472	
9938653	0	1333	
9938746	2	472	
9938981	0	1350	
9939072	2	461	
9939303	0	1327	
9939398	2	483	
9939625	0	1305	
9939720	2	483	
9939941	0	1272	
9940037	2	488	
9940256	8	92294	
9940542	8	92600	
9940647	2	550	
9940832	0	1055	
9940978	0	811	
9941123	0	811	
9941269	0	805	
9941369	2	522	
9941559	0	1094	
9941665	2	555	
9941856	0	1094	
9941964	2	555	
9942149	0	1072	
9942296	0	816	
9942439	0	794	
9942581	0	788	
9942683	2	522	
9942868	0	1072	
9943017	0	822	
9943162	0	811	
9943309	0	816	
9943457	0	822	
9943608	0	833	
9943763	0	866	
9943923	0	888	
9944015	2	466	
9944266	0	1438	
9944355	2	450	
9944622	0	1527	
9944711	2	450	
9944976	0	1516	
9945066	2	455	
9945324	0	1477	
9945415	2	461	
9945663	0	1422	
9945755	2	466	
9946007	0	1444	
9946099	2	466	
9946349	0	1433	
9946441	2	466	
9946687	0	1411	
9946779	2	466	
9947030	0	1438	
9947121	2	461	
9947369	0	1422	
9947460	2	461	
9947698	0	1366	
9947790	2	466	
9948009	0	1261	
9948106	2	494	
9948307	0	1155	
9948411	2	538	
9948602	0	1105	
9948711	2	572	
9948911	0	1138	
9949012	2	522	
9949226	0	1233	
9949323	2	494	
9949548	0	1294	
9949643	2	483	
9949880	0	1361	
9949971	2	461	
9950215	0	1400	
9950306	2	461	
9950555	0	1427	
9950646	2	461	
9950887	0	1383	
9950980	2	472	
9951213	0	1338	
9951307	2	477	
9951534	0	1305	
9951630	2	488	
9951876	0	1411	
9951966	2	455	
9952207	0	1383	
9952299	2	466	
9952534	0	1350	
9952629	2	483	
9952861	0	1333	
9952956	2	483	
9953181	0	1294	
9953277	2	488	
9953500	0	1283	
9953597	2	494	
9953806	0	1205	
9953908	2	522	
9954105	0	1138	
9954217	2	577	
9954399	0	1055	
9954546	0	816	
9954693	0	816	
9954838	0	800	
9954986	0	822	
9955137	0	844	
9955294	0	872	
9955453	0	883	
9955615	0	900	
9955778	0	905	
9955942	0	911	
9956108	0	922	
9956273	0	916	
9956440	0	927	
9956607	0	927	
9956774	0	927	
9956876	2	533	
9957109	0	1327	
9957205	2	500	
9957436	0	1316	
9957535	2	516	
9957753	0	1244	
9957853	2	527	
9958019	0	950	
9958173	0	855	
9958321	0	822	
9958426	2	550	
9958622	0	1116	
9958732	2	583	
9958918	0	1066	
9959063	0	805	
9959142	2	405	
9959348	0	1177	
9959451	2	538	
9959629	0	1022	
9959765	0	755	
9959899	0	744	
9960031	0	727	
9960161	0	727	
9960291	0	716	
9960417	0	705	
9960547	0	722	
9960675	0	711	
9960804	0	711	
9960935	0	733	
9961069	0	744	
9961205	0	750	
9961342	0	766	
9961432	2	466	
9961629	0	1127	
9961772	0	794	
9961917	0	805	
9962059	0	783	
9962199	0	783	
9962335	0	755	
9962474	0	766	
9962614	0	783	
9962752	0	766	
9962892	0	772	
9963035	0	800	
9963177	0	788	
9963279	2	533	
9963461	0	1044	
9963606	0	805	
9963709	2	538	
9963889	0	1033	
9964030	0	783	
9964122	2	477	
9964303	0	1038	
9964439	0	755	
9964570	0	722	
9964701	0	727	
9964830	0	722	
9964957	0	705	
9965086	0	711	
9965214	0	711	
9965342	0	716	
9965471	0	716	
9965600	0	711	
9965688	2	461	
9965858	0	977	
9965990	0	727	
9966119	0	716	
9966248	0	722	
9966333	2	438	
9966506	0	988	
9966635	0	716	
9966761	0	705	
9966889	0	705	
9967014	0	694	
9967140	0	700	
9967228	2	461	
9967389	0	927	
9967514	0	688	
9967612	2	516	
9967762	0	866	
9967887	0	688	
9967977	2	472	
9968135	0	905	
9968258	0	688	
9968381	0	677	
9968503	0	677	
9968625	0	677	
9968746	0	677	
9968869	0	683	
9968991	0	672	
9969114	0	683	
9969236	0	683	
9969360	0	683	
9969482	0	677	
9969605	0	683	
9969727	0	683	
9969850	0	677	
9969972	0	677	
9970094	0	677	
9970214	0	672	
9970336	0	672	
9970456	0	666	
9970576	0	666	
9970695	0	661	
9970813	0	655	
9970903	2	472	
9971046	0	822	
9971162	0	650	
9971250	2	455	
9971395	0	833	
9971511	0	644	
9971610	2	522	
9971748	0	800	
9971866	0	655	
9971964	2	511	
9972113	0	855	
9972237	0	694	
9972364	0	700	
9972491	0	705	
9972618	0	705	
9972743	0	700	
9972870	0	700	
9972996	0	700	
9973122	0	700	
9973246	0	694	
9973372	0	694	
9973496	0	688	
9973620	0	688	
9973744	0	694	
9973868	0	683	
9973992	0	688	
9974115	0	683	
9974237	0	683	
9974360	0	677	
9974481	0	672	
9974602	0	672	
9974722	0	672	
9974825	2	538	
9974964	0	800	
9975084	0	666	
9975176	2	483	
9975325	0	855	
9975445	0	666	
9975538	2	488	
9975687	0	855	
9975808	0	672	
9975902	2	494	
9976051	0	855	
9976173	0	677	
9976255	2	427	
9976418	0	933	
9976541	0	683	
9976666	0	694	
9976790	0	688	
9976917	0	705	
9976993	2	394	
9977174	0	1033	
9977263	2	472	
9977436	0	988	
9977549	2	600	
9977700	0	866	
9977830	0	722	
9977915	2	438	
9978097	0	1044	
9978233	0	750	
9978367	0	750	
9978504	0	761	
9978590	2	444	
9978778	0	1077	
9978867	2	461	
9979049	0	1044	
9979143	2	488	
9979315	0	988	
9979445	0	722	
9979573	0	705	
9979698	0	694	
9979823	0	700	
9979907	2	433	
9980085	0	1022	
9980199	2	600	
9980351	0	877	
9980487	0	755	
9980575	2	455	
9980789	0	1222	
9980874	2	444	
9981098	0	1272	
9981183	2	438	
9981411	0	1300	
9981494	2	427	
9981720	0	1288	
9981803	2	427	
9982025	0	1266	
9982108	2	433	
9982323	0	1216	
9982405	2	433	
9982610	0	1166	
9982695	2	444	
9982889	0	1105	
9982977	2	455	
9983162	0	1061	
9983253	2	472	
9983429	0	1011	
9983528	2	516	
9983692	0	944	
9983824	0	733	
9983954	0	722	
9984084	0	722	
9984178	2	488	
9984345	0	961	
9984476	0	727	
9984570	2	472	
9984735	0	966	
9984864	0	716	
9984992	0	711	
9985088	2	505	
9985246	0	900	
9985372	0	700	
9985495	0	683	
9985618	0	683	
9985717	2	522	
9985860	0	822	
9985980	0	666	
9986069	2	466	
9986217	0	850	
9986336	0	661	
9986418	2	422	
9986581	0	938	
9986708	0	711	
9986805	2	511	
9986983	0	1016	
9987077	2	494	
9987276	0	1133	
9987361	2	438	
9987576	0	1227	
9987659	2	427	
9987875	0	1227	
9987957	2	427	
9988158	0	1150	
9988241	2	427	
9988431	0	1088	
9988517	2	444	
9988698	0	1033	
9988784	2	455	
9988963	0	1022	
9989053	2	472	
9989231	0	1016	
9989325	2	488	
9989496	0	983	
9989597	2	533	
9989765	0	961	
9989899	0	744	
9989988	2	466	
9990183	0	1111	
9990275	2	477	
9990464	0	1083	
9990555	2	477	
9990741	0	1061	
9990839	2	494	
9991022	0	1066	
9991117	2	500	
9991298	0	1044	
9991394	2	494	
9991572	0	1016	
9991677	2	555	
9991846	0	966	
9991980	0	744	
9992071	2	466	
9992245	0	1005	
9992378	0	738	
9992470	2	472	
9992645	0	1011	
9992780	0	750	
9992874	2	488	
9993070	0	1116	
9993161	2	477	
9993365	0	1166	
9993455	2	466	
9993665	0	1200	
9993753	2	455	
9993955	0	1155	
9994043	2	455	
9994238	0	1116	
9994326	2	455	
9994518	0	1111	
9994607	2	450	
9994788	0	1038	
9994883	2	494	
9995054	0	983	
9995153	2	522	
9995314	0	922	
9995445	0	727	
9995542	2	511	
9995699	0	900	
9995828	0	711	
9995956	0	716	
9996084	0	711	
9996215	0	727	
9996299	2	433	
9996483	0	1055	
9996577	2	488	
9996760	0	1050	
9996855	2	500	
9997033	0	1016	
9997168	0	750	
9997264	2	500	
9997441	0	1016	
9997579	0	766	
9997675	2	500	
9997850	0	1005	
9997988	0	766	
9998086	2	511	
9998273	0	1072	
9998370	2	511	
9998558	0	1072	
9998655	2	505	
9998846	0	1094	
9998941	2	500	
9999139	0	1127	
9999234	2	494	
9999428	0	1111	
9999523	2	500	
9999719	0	1116	
9999815	2	500	
10000009	0	1111	
10000102	2	488	
10000309	0	1177	
10000400	2	472	
10000600	0	1144	
10000692	2	477	
10000893	0	1150	
10000985	2	477	
10001173	0	1077	
10001270	2	511	
10001447	0	1011	
10001584	0	761	
10001720	0	755	
10001864	0	800	
10001945	2	416	
10002180	0	1338	
10002265	2	438	
10002494	0	1305	
10002580	2	444	
10002810	0	1311	
10002896	2	444	
10003119	0	1272	
10003205	2	444	
10003414	0	1194	
10003503	2	461	
10003702	0	1138	
10003791	2	461	
10003992	0	1150	
10004083	2	472	
10004281	0	1133	
10004372	2	472	
10004574	0	1155	
10004664	2	472	
10004862	0	1127	
10004955	2	483	
10005148	0	1105	
10005242	2	494	
10005433	0	1088	
10005528	2	494	
10005711	0	1050	
10005809	2	511	
10005997	0	1077	
10006092	2	494	
10006277	0	1061	
10006374	2	505	
10006556	0	1044	
10006654	2	511	
10006841	0	1072	
10006937	2	500	
10007159	0	1266	
10007248	2	461	
10007467	0	1250	
10007557	2	466	
10007776	0	1250	
10007866	2	466	
10008076	0	1200	
10008167	2	472	
10008385	0	1244	
10008474	2	461	
10008692	0	1244	
10008780	2	455	
10009031	0	1427	
10009116	2	438	
10009338	0	1266	
10009426	2	455	
10009667	0	1372	
10009753	2	444	
10009975	0	1266	
10010064	2	461	
10010288	0	1277	
10010375	2	450	
10010595	0	1255	
10010683	2	455	
10010910	0	1294	
10010997	2	450	
10011217	0	1255	
10011305	2	455	
10011531	0	1288	
10011618	2	450	
10011839	0	1261	
10011928	2	461	
10012153	0	1283	
10012240	2	450	
10012460	0	1255	
10012549	2	461	
10012772	0	1272	
10012859	2	450	
10013077	0	1244	
10013165	2	455	
10013388	0	1272	
10013475	2	450	
10013689	0	1222	
10013778	2	461	
10013994	0	1233	
10014082	2	455	
10014296	0	1222	
10014385	2	461	
10014607	0	1266	
10014694	2	450	
10014909	0	1227	
10014997	2	455	
10015221	0	1277	
10015308	2	450	
10015523	0	1227	
10015610	2	450	
10015832	0	1266	
10015919	2	450	
10016133	0	1222	
10016220	2	450	
10016444	0	1277	
10016530	2	444	
10016748	0	1244	
10016836	2	455	
10017054	0	1244	
10017141	2	450	
10017357	0	1233	
10017444	2	450	
10017665	0	1261	
10017751	2	444	
10017966	0	1227	
10018053	2	450	
10018272	0	1250	
10018359	2	450	
10018575	0	1233	
10018662	2	450	
10018880	0	1244	
10018967	2	450	
10019178	0	1205	
10019266	2	455	
10019480	0	1222	
10019568	2	455	
10019778	0	1200	
10019867	2	461	
10020082	0	1227	
10020169	2	450	
10020380	0	1205	
10020468	2	455	
10020681	0	1216	
10020769	2	455	
10020976	0	1183	
10021065	2	461	
10021279	0	1222	
10021367	2	455	
10021580	0	1216	
10021668	2	455	
10021887	0	1250	
10021974	2	450	
10022187	0	1216	
10022275	2	455	
10022488	0	1216	
10022576	2	455	
10022790	0	1222	
10022878	2	455	
10023090	0	1211	
10023178	2	455	
10023391	0	1216	
10023479	2	455	
10023690	0	1205	
10023778	2	455	
10023992	0	1222	
10024080	2	455	
10024287	0	1183	
10024376	2	461	
10024587	0	1205	
10024675	2	455	
10024884	0	1194	
10024973	2	461	
10025185	0	1211	
10025273	2	455	
10025481	0	1188	
10025569	2	455	
10025781	0	1211	
10025870	2	461	
10026081	0	1205	
10026169	2	455	
10026385	0	1233	
10026472	2	450	
10026681	0	1194	
10026769	2	455	
10026978	0	1194	
10027066	2	455	
10027273	0	1183	
10027362	2	461	
10027575	0	1216	
10027663	2	455	
10027874	0	1205	
10027962	2	455	
10028182	0	1255	
10028269	2	450	
10028483	0	1222	
10028570	2	450	
10028791	0	1261	
10028878	2	450	
10029095	0	1238	
10029182	2	450	
10029402	0	1255	
10029488	2	444	
10029705	0	1238	
10029792	2	450	
10030009	0	1238	
10030096	2	450	
10030307	0	1205	
10030394	2	450	
10030603	0	1194	
10030691	2	455	
10030907	0	1233	
10030993	2	444	
10031210	0	1238	
10031297	2	450	
10031518	0	1261	
10031603	2	438	
10031823	0	1255	
10031910	2	450	
10032133	0	1272	
10032218	2	438	
10032435	0	1238	
10032521	2	444	
10032740	0	1250	
10032825	2	438	
10033042	0	1238	
10033128	2	444	
10033348	0	1255	
10033434	2	444	
10033652	0	1244	
10033738	2	444	
10033957	0	1250	
10034043	2	444	
10034254	0	1205	
10034341	2	450	
10034553	0	1211	
10034639	2	444	
10034852	0	1216	
10034938	2	444	
10035151	0	1216	
10035236	2	438	
10035440	0	1166	
10035527	2	450	
10035722	0	1116	
10035810	2	455	
10036006	0	1122	
10036094	2	455	
10036299	0	1172	
10036386	2	450	
10036603	0	1238	
10036689	2	444	
10036914	0	1283	
10036999	2	438	
10037233	0	1333	
10037316	2	427	
10037542	0	1288	
10037626	2	433	
10037846	0	1255	
10037931	2	438	
10038150	0	1250	
10038235	2	438	
10038457	0	1266	
10038542	2	438	
10038763	0	1261	
10038849	2	444	
10039070	0	1261	
10039156	2	444	
10039371	0	1227	
10039458	2	450	
10039670	0	1211	
10039756	2	444	
10039973	0	1238	
10040060	2	450	
10040283	0	1272	
10040367	2	433	
10040595	0	1300	
10040681	2	444	
10040901	0	1255	
10040986	2	438	
10041201	0	1227	
10041287	2	444	
10041500	0	1216	
10041586	2	444	
10041799	0	1216	
10041885	2	444	
10042104	0	1250	
10042189	2	438	
10042417	0	1300	
10042501	2	433	
