Sample	Type	RR(ms)
9611090	0	1116	
9611200	2	566	
9611417	0	1250	
9611514	2	494	
9611761	0	1416	
9611853	2	466	
9612114	0	1494	
9612205	2	461	
9612473	0	1533	
9612563	2	455	
9612833	0	1544	
9612922	2	450	
9613176	0	1455	
9613267	2	461	
9613504	0	1361	
9613597	2	472	
9613825	0	1311	
9613922	2	494	
9614146	0	1288	
9614244	2	500	
9614472	0	1311	
9614569	2	494	
9614809	0	1377	
9614903	2	477	
9615153	0	1433	
9615245	2	466	
9615490	0	1405	
9615583	2	472	
9615834	0	1438	
9615925	2	461	
9616197	0	1555	
9616286	2	450	
9616553	0	1527	
9616643	2	455	
9616905	0	1500	
9616995	2	455	
9617247	0	1444	
9617339	2	466	
9617586	0	1416	
9617678	2	466	
9617913	0	1350	
9618010	2	494	
9618233	0	1283	
9618331	2	500	
9618550	0	1261	
9618649	2	505	
9618881	0	1333	
9618976	2	483	
9619204	0	1305	
9619302	2	505	
9619528	0	1300	
9619626	2	500	
9619848	0	1272	
9619947	2	511	
9620171	0	1288	
9620268	2	494	
9620479	0	1216	
9620583	2	533	
9620784	0	1161	
9620891	2	550	
9621092	0	1161	
9621200	2	555	
9621413	0	1222	
9621515	2	527	
9621743	0	1311	
9621841	2	500	
9622072	0	1327	
9622169	2	494	
9622398	0	1316	
9622495	2	494	
9622713	0	1250	
9622816	2	533	
9623023	0	1194	
9623129	2	544	
9623336	0	1194	
9623442	2	544	
9623683	0	1383	
9623776	2	472	
9624021	0	1405	
9624116	2	483	
9624365	0	1427	
9624459	2	477	
9624708	0	1427	
9624801	2	472	
9625037	0	1355	
9625135	2	500	
9625365	0	1322	
9625463	2	500	
9625686	0	1283	
9625787	2	516	
9626013	0	1300	
9626112	2	505	
9626338	0	1300	
9626437	2	505	
9626673	0	1355	
9626767	2	477	
9627011	0	1400	
9627104	2	472	
9627373	0	1538	
9627463	2	455	
9627727	0	1511	
9627818	2	461	
9628074	0	1466	
9628166	2	466	
9628408	0	1388	
9628502	2	477	
9628739	0	1361	
9628833	2	477	
9629072	0	1372	
9629165	2	472	
9629399	0	1344	
9629495	2	488	
9629710	0	1238	
9629812	2	522	
9630012	0	1150	
9630122	2	583	
9630303	0	1033	
9630448	0	811	
9630588	0	772	
9630729	0	783	
9630868	0	777	
9631008	0	772	
9631152	0	805	
9631316	0	911	
9631483	0	927	
9631663	0	994	
9631853	0	1061	
9631949	2	488	
9632225	0	1577	
9632313	2	444	
9632607	0	1677	
9632695	2	444	
9632970	0	1572	
9633060	2	455	
9633319	0	1483	
9633411	2	466	
9633649	0	1366	
9633745	2	488	
9633970	0	1294	
9634069	2	505	
9634283	0	1227	
9634383	2	516	
9634586	0	1172	
9634693	2	550	
9634898	0	1183	
9635000	2	522	
9635235	0	1350	
9635328	2	472	
9635582	0	1455	
9635673	2	461	
9635935	0	1500	
9636025	2	455	
9636232	0	1188	
9636340	2	561	
9636591	0	1438	
9636681	2	455	
9636945	0	1511	
9637035	2	455	
9637287	0	1438	
9637379	2	472	
9637617	0	1366	
9637711	2	477	
9637934	0	1283	
9638033	2	505	
9638241	0	1200	
9638344	2	527	
9638541	0	1133	
9638650	2	566	
9638836	0	1077	
9638987	0	838	
9639153	0	922	
9639322	0	938	
9639506	0	1022	
9639608	2	522	
9639890	0	1605	
9640097	0	1155	
9640305	0	1155	
9640512	0	1150	
9640713	0	1116	
9640915	0	1122	
9641120	0	1138	
9641319	0	1105	
9641518	0	1105	
9641716	0	1100	
9641908	0	1066	
9642099	0	1061	
9642292	0	1072	
9642482	0	1055	
9642666	0	1022	
9642847	0	1005	
9643023	0	977	
9643191	0	933	
9643357	0	922	
9643518	0	894	
9643599	2	405	
9643824	0	1294	
9643917	2	472	
9644125	0	1200	
9644239	2	588	
9644443	0	1177	
9644553	2	566	
9644771	0	1255	
9644874	2	527	
9645113	0	1372	
9645208	2	483	
9645459	0	1438	
9645553	2	477	
9645800	0	1416	
9645894	2	477	
9646139	0	1405	
9646233	2	477	
9646473	0	1377	
9646568	2	483	
9646822	0	1455	
9646914	2	466	
9647149	0	1350	
9647245	2	488	
9647459	0	1227	
9647560	2	522	
9647759	0	1150	
9647868	2	561	
9648053	0	1072	
9648203	0	833	
9648373	0	944	
9648557	0	1016	
9648771	0	1188	
9648878	2	638	
9649119	0	1294	
9649214	2	488	
9649510	0	1683	
9649600	2	461	
9649898	0	1700	
9649987	2	450	
9650268	0	1605	
9650358	2	455	
9650605	0	1416	
9650698	2	472	
9650925	0	1305	
9651022	2	494	
9651233	0	1211	
9651334	2	522	
9651529	0	1127	
9651639	2	566	
9651817	0	1027	
9651960	0	800	
9652099	0	772	
9652239	0	777	
9652400	0	894	
9652567	0	922	
9652746	0	1000	
9652854	2	555	
9653124	0	1538	
9653338	0	1194	
9653553	0	1188	
9653764	0	1177	
9653984	0	1222	
9654207	0	1238	
9654424	0	1205	
9654646	0	1233	
9654867	0	1227	
9655082	0	1194	
9655290	0	1155	
9655500	0	1166	
9655710	0	1166	
9655919	0	1161	
9656124	0	1138	
9656332	0	1155	
9656534	0	1122	
9656728	0	1077	
9656928	0	1111	
9657126	0	1100	
9657322	0	1088	
9657521	0	1105	
9657725	0	1133	
9657927	0	1122	
9658123	0	1088	
9658319	0	1088	
9658515	0	1088	
9658709	0	1077	
9658904	0	1083	
9659098	0	1077	
9659283	0	1027	
9659469	0	1033	
9659652	0	1016	
9659829	0	983	
9660003	0	966	
9660174	0	950	
9660346	0	955	
9660510	0	911	
9660671	0	894	
9660836	0	916	
9661018	0	1011	
9661195	0	983	
9661381	0	1033	
9661572	0	1061	
9661763	0	1055	
9661957	0	1083	
9662154	0	1094	
9662345	0	1055	
9662539	0	1083	
9662738	0	1105	
9662935	0	1094	
9663128	0	1072	
9663325	0	1094	
9663522	0	1094	
9663711	0	1050	
9663901	0	1055	
9664093	0	1066	
9664280	0	1038	
9664467	0	1038	
9664651	0	1022	
9664836	0	1027	
9665019	0	1016	
9665202	0	1016	
9665387	0	1027	
9665571	0	1022	
9665759	0	1044	
9665952	0	1072	
9666140	0	1044	
9666330	0	1055	
9666514	0	1022	
9666693	0	994	
9666874	0	1005	
9667049	0	972	
9667223	0	966	
9667402	0	994	
9667576	0	966	
9667749	0	961	
9667931	0	1011	
9668118	0	1038	
9668299	0	1005	
9668483	0	1022	
9668671	0	1044	
9668851	0	1000	
9669032	0	1005	
9669215	0	1016	
9669392	0	983	
9669565	0	961	
9669740	0	972	
9669916	0	977	
9670089	0	961	
9670257	0	933	
9670362	2	538	
9670584	0	1277	
9670681	2	494	
9670909	0	1305	
9671008	2	511	
9671234	0	1300	
9671333	2	505	
9671559	0	1300	
9671656	2	494	
9671879	0	1283	
9671976	2	494	
9672202	0	1300	
9672298	2	488	
9672522	0	1288	
9672618	2	488	
9672841	0	1283	
9672937	2	488	
9673155	0	1255	
9673252	2	494	
9673470	0	1250	
9673566	2	494	
9673779	0	1227	
9673875	2	488	
9674090	0	1238	
9674186	2	488	
9674399	0	1227	
9674495	2	488	
9674711	0	1244	
9674806	2	483	
9675017	0	1216	
9675113	2	488	
9675327	0	1233	
9675422	2	483	
9675631	0	1205	
9675727	2	488	
9675936	0	1205	
9676032	2	488	
9676234	0	1166	
9676333	2	505	
9676531	0	1144	
9676630	2	505	
9676821	0	1105	
9676925	2	533	
9677106	0	1050	
9677214	2	555	
9677388	0	1011	
9677529	0	783	
9677672	0	794	
9677830	0	877	
9677993	0	900	
9678083	2	461	
9678336	0	1450	
9678422	2	433	
9678684	0	1500	
9678772	2	444	
9679030	0	1477	
9679118	2	444	
9679354	0	1355	
9679444	2	455	
9679668	0	1288	
9679760	2	466	
9679980	0	1266	
9680073	2	472	
9680290	0	1250	
9680383	2	472	
9680596	0	1227	
9680691	2	483	
9680895	0	1172	
9680992	2	500	
9681185	0	1116	
9681287	2	522	
9681471	0	1066	
9681578	2	561	
9681755	0	1011	
9681865	2	572	
9682040	0	1016	
9682189	0	827	
9682352	0	905	
9682523	0	950	
9682624	2	533	
9682874	0	1416	
9682962	2	444	
9683234	0	1550	
9683323	2	455	
9683591	0	1533	
9683680	2	450	
9683924	0	1400	
9684015	2	461	
9684246	0	1327	
9684339	2	472	
9684563	0	1288	
9684658	2	483	
9684882	0	1288	
9684977	2	483	
9685198	0	1272	
9685294	2	488	
9685514	0	1266	
9685610	2	488	
9685826	0	1244	
9685923	2	494	
9686145	0	1277	
9686240	2	483	
9686463	0	1283	
9686557	2	477	
9686793	0	1355	
9686886	2	472	
9687121	0	1350	
9687215	2	477	
9687458	0	1388	
9687550	2	472	
9687791	0	1377	
9687883	2	472	
9688122	0	1372	
9688214	2	466	
9688449	0	1344	
9688541	2	472	
9688781	0	1377	
9688872	2	461	
9689120	0	1422	
9689210	2	455	
9689456	0	1411	
9689547	2	461	
9689790	0	1394	
9689881	2	461	
9690120	0	1372	
9690211	2	461	
9690446	0	1344	
9690538	2	472	
9690769	0	1327	
9690861	2	466	
9691093	0	1333	
9691186	2	472	
9691421	0	1350	
9691513	2	466	
9691752	0	1366	
9691845	2	477	
9692088	0	1394	
9692180	2	466	
9692424	0	1400	
9692515	2	461	
9692757	0	1388	
9692849	2	466	
9693094	0	1405	
9693185	2	461	
9693424	0	1372	
9693517	2	472	
9693749	0	1333	
9693843	2	477	
9694072	0	1316	
9694167	2	483	
9694394	0	1305	
9694489	2	483	
9694718	0	1316	
9694813	2	483	
9695040	0	1305	
9695134	2	477	
9695358	0	1288	
9695453	2	483	
9695672	0	1261	
9695768	2	488	
9695989	0	1266	
9696085	2	494	
9696310	0	1294	
9696405	2	483	
9696633	0	1305	
9696728	2	488	
9696959	0	1327	
9697052	2	472	
9697281	0	1316	
9697375	2	477	
9697597	0	1277	
9697692	2	483	
9697909	0	1250	
9698004	2	483	
9698211	0	1194	
9698314	2	527	
9698507	0	1116	
9698612	2	538	
9698797	0	1072	
9698944	0	816	
9699090	0	811	
9699236	0	811	
9699387	0	838	
9699549	0	900	
9699717	0	927	
9699892	0	972	
9700069	0	983	
9700175	2	550	
9700421	0	1405	
9700512	2	466	
9700765	0	1444	
9700856	2	466	
9701091	0	1350	
9701186	2	483	
9701404	0	1250	
9701502	2	505	
9701707	0	1183	
9701811	2	533	
9702007	0	1127	
9702111	2	538	
9702303	0	1111	
9702412	2	561	
9702603	0	1105	
9702711	2	555	
9702904	0	1116	
9703013	2	561	
9703218	0	1183	
9703319	2	516	
9703533	0	1227	
9703634	2	522	
9703859	0	1294	
9703954	2	483	
9704184	0	1322	
9704279	2	483	
9704517	0	1366	
9704610	2	472	
9704851	0	1377	
9704945	2	483	
9705184	0	1372	
9705278	2	477	
9705510	0	1327	
9705606	2	494	
9705838	0	1333	
9705933	2	483	
9706165	0	1333	
9706260	2	483	
9706490	0	1316	
9706586	2	494	
9706815	0	1311	
9706911	2	494	
9707135	0	1283	
9707236	2	522	
9707469	0	1338	
9707565	2	488	
9707790	0	1288	
9707892	2	527	
9708115	0	1283	
9708212	2	494	
9708436	0	1283	
9708534	2	505	
9708766	0	1333	
9708861	2	483	
9709080	0	1255	
9709182	2	527	
9709394	0	1222	
9709495	2	516	
9709702	0	1188	
9709807	2	544	
9710015	0	1200	
9710117	2	522	
9710344	0	1300	
9710439	2	488	
9710685	0	1411	
9710777	2	466	
9711027	0	1433	
9711119	2	466	
9711379	0	1488	
9711469	2	455	
9711733	0	1511	
9711823	2	455	
9712097	0	1566	
9712186	2	450	
9712458	0	1555	
9712548	2	455	
9712804	0	1466	
9712895	2	461	
9713143	0	1422	
9713235	2	466	
9713485	0	1433	
9713578	2	472	
9713828	0	1433	
9713921	2	472	
9714170	0	1427	
9714263	2	472	
9714507	0	1400	
9714601	2	477	
9714845	0	1400	
9714939	2	477	
9715181	0	1388	
9715275	2	477	
9715513	0	1366	
9715607	2	477	
9715846	0	1372	
9715940	2	477	
9716179	0	1366	
9716273	2	483	
9716512	0	1372	
9716607	2	483	
9716856	0	1427	
9716949	2	472	
9717202	0	1450	
9717294	2	466	
9717544	0	1427	
9717636	2	472	
9717890	0	1455	
9717981	2	461	
9718226	0	1405	
9718318	2	466	
9718554	0	1355	
9718649	2	483	
9718876	0	1305	
9718975	2	505	
9719200	0	1288	
9719299	2	511	
9719523	0	1283	
9719623	2	516	
9719855	0	1333	
9719951	2	488	
9720180	0	1311	
9720278	2	505	
9720511	0	1338	
9720605	2	477	
9720836	0	1327	
9720934	2	500	
9721160	0	1300	
9721258	2	500	
9721477	0	1261	
9721578	2	516	
9721794	0	1244	
9721895	2	516	
9722106	0	1216	
9722209	2	527	
9722422	0	1227	
9722523	2	516	
9722736	0	1227	
9722837	2	516	
9723051	0	1233	
9723152	2	516	
9723361	0	1205	
9723464	2	527	
9723669	0	1177	
9723774	2	544	
9723968	0	1122	
9724081	2	594	
9724262	0	1033	
9724405	0	800	
9724545	0	777	
9724647	2	522	
9724832	0	1072	
9724940	2	555	
9725123	0	1061	
9725267	0	800	
9725413	0	811	
9725559	0	805	
9725657	2	505	
9725866	0	1205	
9725965	2	505	
9726173	0	1200	
9726276	2	527	
9726480	0	1172	
9726586	2	550	
9726784	0	1144	
9726890	2	544	
9727088	0	1144	
9727194	2	544	
9727394	0	1155	
9727499	2	538	
9727705	0	1188	
9727808	2	527	
9728026	0	1255	
9728125	2	505	
9728355	0	1316	
9728451	2	494	
9728692	0	1383	
9728785	2	472	
9729031	0	1411	
9729124	2	472	
9729365	0	1383	
9729459	2	477	
9729692	0	1338	
9729789	2	494	
9730028	0	1372	
9730122	2	477	
9730358	0	1355	
9730453	2	483	
9730684	0	1327	
9730782	2	500	
9731013	0	1327	
9731109	2	488	
9731337	0	1311	
9731437	2	511	
9731674	0	1361	
9731769	2	483	
9732009	0	1377	
9732104	2	483	
9732350	0	1411	
9732444	2	477	
9732691	0	1416	
9732785	2	477	
9733032	0	1416	
9733125	2	472	
9733386	0	1494	
9733477	2	461	
9733726	0	1427	
9733818	2	466	
9734059	0	1383	
9734153	2	477	
9734397	0	1400	
9734490	2	472	
9734733	0	1394	
9734827	2	477	
9735068	0	1383	
9735162	2	477	
9735395	0	1333	
9735492	2	500	
9735724	0	1333	
9735818	2	477	
9736046	0	1311	
9736143	2	494	
9736369	0	1294	
9736466	2	500	
9736680	0	1233	
9736781	2	516	
9736984	0	1166	
9737087	2	533	
9737274	0	1083	
9737386	2	577	
9737559	0	1005	
9737694	0	750	
9737828	0	744	
9737963	0	750	
9738104	0	777	
9738202	2	505	
9738428	0	1300	
9738518	2	455	
9738759	0	1383	
9738849	2	455	
9739098	0	1427	
9739187	2	450	
9739433	0	1411	
9739523	2	455	
9739754	0	1327	
9739845	2	461	
9740063	0	1255	
9740158	2	483	
9740372	0	1233	
9740468	2	488	
9740684	0	1244	
9740779	2	483	
9740995	0	1244	
9741092	2	494	
9741316	0	1288	
9741409	2	472	
9741635	0	1300	
9741729	2	477	
9741957	0	1311	
9742050	2	472	
9742275	0	1294	
9742370	2	483	
9742596	0	1300	
9742690	2	477	
9742918	0	1311	
9743012	2	477	
9743244	0	1333	
9743338	2	477	
9743574	0	1355	
9743667	2	472	
9743901	0	1344	
9743997	2	488	
9744237	0	1377	
9744330	2	472	
9744568	0	1366	
9744662	2	477	
9744889	0	1300	
9744988	2	511	
9745210	0	1277	
9745309	2	505	
9745543	0	1344	
9745637	2	477	
9745884	0	1416	
9745977	2	472	
9746243	0	1522	
9746334	2	461	
9746601	0	1527	
9746692	2	461	
9746947	0	1461	
9747039	2	466	
9747289	0	1433	
9747381	2	466	
9747625	0	1400	
9747718	2	472	
9747960	0	1388	
9748054	2	477	
9748300	0	1411	
9748393	2	472	
9748641	0	1422	
9748735	2	477	
9748990	0	1461	
9749082	2	466	
9749337	0	1461	
9749430	2	472	
9749686	0	1466	
9749779	2	472	
9750029	0	1433	
9750122	2	472	
9750362	0	1377	
9750457	2	483	
9750690	0	1338	
9750788	2	500	
9751014	0	1300	
9751113	2	505	
9751338	0	1294	
9751437	2	505	
9751657	0	1266	
9751757	2	511	
9751985	0	1311	
9752080	2	483	
9752307	0	1305	
9752405	2	500	
9752638	0	1338	
9752732	2	477	
9752956	0	1288	
9753055	2	505	
9753277	0	1277	
9753374	2	494	
9753592	0	1255	
9753691	2	505	
9753914	0	1283	
9754011	2	494	
9754230	0	1255	
9754330	2	516	
9754554	0	1288	
9754651	2	494	
9754869	0	1255	
9754969	2	511	
9755190	0	1272	
9755288	2	500	
9755505	0	1250	
9755605	2	511	
9755821	0	1244	
9755921	2	511	
9756134	0	1227	
9756235	2	516	
9756453	0	1255	
9756553	2	511	
9756777	0	1288	
9756875	2	500	
9757109	0	1344	
9757205	2	488	
9757452	0	1416	
9757544	2	466	
9757796	0	1444	
9757888	2	466	
9758132	0	1400	
9758225	2	472	
9758464	0	1372	
9758558	2	477	
9758797	0	1372	
9758892	2	483	
9759130	0	1366	
9759224	2	477	
9759467	0	1394	
9759561	2	477	
9759804	0	1394	
9759897	2	472	
9760143	0	1411	
9760236	2	472	
9760478	0	1388	
9760571	2	472	
9760812	0	1383	
9760906	2	477	
9761146	0	1377	
9761240	2	477	
9761482	0	1388	
9761576	2	477	
9761817	0	1383	
9761911	2	477	
9762167	0	1466	
9762259	2	466	
9762518	0	1483	
9762609	2	461	
9762856	0	1416	
9762949	2	472	
9763184	0	1350	
9763280	2	488	
9763507	0	1305	
9763605	2	500	
9763822	0	1250	
9763923	2	516	
9764145	0	1277	
9764244	2	505	
9764472	0	1311	
9764569	2	494	
9764822	0	1450	
9764914	2	466	
9765162	0	1422	
9765255	2	472	
9765502	0	1416	
9765594	2	466	
9765844	0	1433	
9765936	2	466	
9766186	0	1433	
9766278	2	466	
9766519	0	1383	
9766613	2	477	
9766855	0	1388	
9766948	2	472	
9767193	0	1405	
9767286	2	472	
9767533	0	1416	
9767626	2	472	
9767868	0	1388	
9767962	2	477	
9768196	0	1344	
9768294	2	500	
9768529	0	1350	
9768626	2	494	
9768860	0	1344	
9768958	2	500	
9769197	0	1372	
9769292	2	483	
9769536	0	1400	
9769630	2	477	
9769867	0	1361	
9769965	2	500	
9770203	0	1366	
9770299	2	488	
9770533	0	1344	
9770631	2	500	
9770859	0	1311	
9770958	2	505	
9771180	0	1277	
9771280	2	511	
9771511	0	1327	
9771609	2	500	
9771844	0	1350	
9771939	2	483	
9772199	0	1488	
9772291	2	466	
9772554	0	1505	
9772645	2	461	
9772901	0	1466	
9772993	2	466	
9773232	0	1372	
9773326	2	477	
9773552	0	1300	
9773650	2	500	
9773873	0	1283	
9773971	2	500	
9774196	0	1294	
9774294	2	500	
9774522	0	1311	
9774619	2	494	
9774848	0	1316	
9774945	2	494	
9775183	0	1366	
9775276	2	472	
9775519	0	1394	
9775612	2	472	
9775850	0	1366	
9775944	2	477	
9776178	0	1344	
9776273	2	483	
9776502	0	1316	
9776600	2	500	
9776829	0	1316	
9776927	2	500	
9777151	0	1283	
9777250	2	511	
9777471	0	1272	
9777571	2	511	
9777799	0	1311	
9777897	2	500	
9778130	0	1338	
9778226	2	488	
9778461	0	1350	
9778557	2	488	
9778797	0	1377	
9778892	2	483	
9779127	0	1350	
9779225	2	500	
9779452	0	1305	
9779552	2	511	
9779772	0	1266	
9779873	2	516	
9780092	0	1261	
9780193	2	516	
9780411	0	1255	
9780511	2	511	
9780731	0	1266	
9780832	2	516	
9781050	0	1255	
9781151	2	516	
9781368	0	1250	
9781470	2	522	
9781689	0	1261	
9781789	2	511	
9782010	0	1272	
9782110	2	511	
9782335	0	1294	
9782433	2	500	
9782655	0	1277	
9782755	2	511	
9782975	0	1266	
9783073	2	500	
9783281	0	1200	
9783386	2	538	
9783580	0	1122	
9783689	2	561	
9783868	0	1038	
9783951	2	416	
9784154	0	1172	
9784268	2	588	
9784444	0	1016	
9784591	0	822	
9784749	0	877	
9784846	2	505	
9785095	0	1416	
9785185	2	455	
9785454	0	1538	
9785544	2	455	
9785806	0	1500	
9785897	2	461	
9786148	0	1438	
9786240	2	466	
9786476	0	1355	
9786570	2	477	
9786796	0	1300	
9786893	2	494	
9787117	0	1288	
9787214	2	494	
9787437	0	1283	
9787536	2	505	
9787767	0	1327	
9787862	2	483	
9788089	0	1305	
9788187	2	500	
9788413	0	1300	
9788512	2	505	
9788739	0	1305	
9788836	2	494	
9789061	0	1294	
9789159	2	500	
9789381	0	1277	
9789480	2	505	
9789692	0	1222	
9789795	2	527	
9790008	0	1227	
9790110	2	522	
9790323	0	1222	
9790426	2	533	
9790653	0	1300	
9790750	2	500	
9790973	0	1283	
9791072	2	505	
9791292	0	1266	
9791391	2	505	
9791609	0	1255	
9791709	2	511	
9791931	0	1277	
9792029	2	500	
9792256	0	1305	
9792354	2	500	
9792595	0	1383	
9792689	2	477	
9792941	0	1444	
9793033	2	466	
9793286	0	1450	
9793378	2	466	
9793628	0	1433	
9793721	2	472	
9793967	0	1411	
9794060	2	472	
9794300	0	1377	
9794395	2	483	
9794647	0	1444	
9794740	2	472	
9794987	0	1416	
9795080	2	472	
9795326	0	1411	
9795419	2	472	
9795669	0	1433	
9795762	2	472	
9796006	0	1400	
9796100	2	477	
9796341	0	1383	
9796435	2	477	
9796678	0	1394	
9796772	2	477	
9797016	0	1400	
9797110	2	477	
9797359	0	1427	
9797453	2	477	
9797705	0	1444	
9797799	2	477	
9798046	0	1416	
9798139	2	472	
9798382	0	1394	
9798476	2	477	
9798716	0	1377	
9798811	2	483	
9799042	0	1327	
9799141	2	505	
9799364	0	1283	
9799464	2	511	
9799677	0	1227	
9799781	2	533	
9800001	0	1266	
9800100	2	505	
9800316	0	1244	
9800417	2	516	
9800629	0	1222	
9800731	2	522	
9800943	0	1222	
9801046	2	527	
9801259	0	1227	
9801361	2	522	
9801576	0	1238	
9801678	2	522	
9801884	0	1188	
9801989	2	538	
9802186	0	1138	
9802296	2	566	
9802486	0	1100	
9802600	2	600	
9802795	0	1116	
9802905	2	566	
9803119	0	1233	
9803220	2	516	
9803455	0	1350	
9803550	2	483	
9803806	0	1466	
9803899	2	472	
9804163	0	1511	
9804254	2	461	
9804520	0	1522	
9804612	2	466	
9804867	0	1461	
9804959	2	466	
9805204	0	1405	
9805297	2	472	
9805542	0	1405	
9805636	2	477	
9805878	0	1388	
9805973	2	483	
9806212	0	1372	
9806307	2	483	
9806538	0	1327	
9806636	2	500	
9806867	0	1327	
9806963	2	488	
9807187	0	1288	
9807287	2	511	
9807517	0	1322	
9807613	2	488	
9807845	0	1333	
9807941	2	488	
9808175	0	1344	
9808272	2	494	
9808497	0	1294	
9808597	2	511	
9808823	0	1294	
9808921	2	505	
9809145	0	1288	
9809245	2	511	
9809481	0	1355	
9809575	2	477	
9809815	0	1377	
9809909	2	477	
9810160	0	1438	
9810252	2	466	
9810490	0	1366	
9810585	2	483	
9810814	0	1316	
9810912	2	500	
9811134	0	1277	
9811234	2	511	
9811461	0	1305	
9811557	2	488	
9811789	0	1333	
9811884	2	483	
9812113	0	1316	
9812211	2	500	
9812450	0	1372	
9812544	2	477	
9812779	0	1350	
9812875	2	488	
9813104	0	1316	
9813203	2	505	
9813431	0	1311	
9813528	2	494	
9813755	0	1305	
9813853	2	500	
9814075	0	1277	
9814174	2	505	
9814394	0	1266	
9814494	2	511	
9814713	0	1261	
9814813	2	511	
9815061	0	1422	
9815154	2	472	
9815411	0	1472	
9815503	2	466	
9815760	0	1472	
9815851	2	461	
9816105	0	1455	
9816196	2	461	
9816439	0	1394	
9816531	2	466	
9816764	0	1338	
9816858	2	477	
9817085	0	1305	
9817182	2	494	
9817402	0	1266	
9817501	2	505	
9817719	0	1255	
9817818	2	505	
9818036	0	1255	
9818134	2	500	
9818356	0	1277	
9818453	2	494	
9818668	0	1238	
9818767	2	505	
9818978	0	1216	
9819078	2	511	
9819301	0	1283	
9819398	2	494	
9819629	0	1322	
9819723	2	483	
9819969	0	1411	
9820061	2	466	
9820309	0	1422	
9820400	2	461	
9820644	0	1400	
9820735	2	461	
9820963	0	1311	
9821058	2	483	
9821269	0	1216	
9821369	2	511	
9821573	0	1177	
9821675	2	522	
9821871	0	1133	
9821977	2	544	
9822180	0	1172	
9822282	2	522	
9822501	0	1261	
9822598	2	494	
9822834	0	1355	
9822927	2	472	
9823166	0	1372	
9823258	2	466	
9823492	0	1344	
9823585	2	472	
9823803	0	1255	
9823901	2	500	
9824113	0	1222	
9824212	2	505	
9824424	0	1222	
9824523	2	505	
9824744	0	1272	
9824841	2	494	
9825069	0	1311	
9825164	2	483	
9825395	0	1327	
9825490	2	483	
9825721	0	1327	
9825816	2	483	
9826044	0	1311	
9826140	2	488	
9826367	0	1305	
9826464	2	494	
9826690	0	1300	
9826787	2	494	
9827013	0	1300	
9827110	2	494	
9827339	0	1316	
9827436	2	494	
9827666	0	1322	
9827763	2	494	
9828001	0	1366	
9828095	2	477	
9828363	0	1533	
9828454	2	461	
9828720	0	1522	
9828811	2	461	
9829076	0	1516	
9829167	2	461	
9829428	0	1494	
9829520	2	466	
9829783	0	1505	
9829874	2	461	
9830137	0	1505	
9830229	2	466	
9830484	0	1461	
9830576	2	466	
9830816	0	1377	
9830910	2	477	
9831145	0	1350	
9831239	2	477	
9831475	0	1355	
9831569	2	477	
9831825	0	1466	
9831916	2	461	
9832171	0	1461	
9832262	2	461	
9832520	0	1477	
9832611	2	461	
9832853	0	1388	
9832946	2	472	
9833181	0	1350	
9833274	2	472	
9833507	0	1338	
9833601	2	477	
9833831	0	1322	
9833925	2	477	
9834159	0	1344	
9834253	2	477	
9834489	0	1355	
9834583	2	477	
9834815	0	1333	
9834910	2	483	
9835148	0	1366	
9835240	2	466	
9835479	0	1372	
9835571	2	466	
9835809	0	1366	
9835902	2	472	
9836147	0	1405	
9836240	2	472	
9836484	0	1400	
9836576	2	466	
9836817	0	1383	
9836910	2	472	
9837144	0	1344	
9837238	2	477	
9837462	0	1288	
9837559	2	494	
9837772	0	1227	
9837871	2	505	
9838070	0	1150	
9838173	2	527	
9838365	0	1111	
9838469	2	533	
9838680	0	1216	
9838777	2	494	
9838994	0	1250	
9839088	2	477	
9839313	0	1294	
9839405	2	466	
9839631	0	1300	
9839722	2	461	
9839937	0	1238	
9840032	2	483	
9840236	0	1172	
9840333	2	500	
9840526	0	1116	
9840627	2	516	
9840812	0	1072	
9840915	2	527	
9841095	0	1044	
9841207	2	577	
9841380	0	1005	
9841524	0	800	
9841667	0	788	
9841821	0	861	
9841917	2	488	
9842158	0	1383	
9842247	2	450	
9842495	0	1422	
9842585	2	455	
9842835	0	1433	
9842925	2	455	
9843159	0	1344	
9843252	2	472	
9843474	0	1277	
9843569	2	483	
9843781	0	1222	
9843879	2	500	
9844084	0	1183	
9844184	2	511	
9844393	0	1205	
9844492	2	505	
9844704	0	1222	
9844803	2	505	
9845019	0	1238	
9845117	2	505	
9845332	0	1238	
9845431	2	505	
9845653	0	1277	
9845750	2	494	
9845966	0	1244	
9846065	2	505	
9846283	0	1255	
9846381	2	500	
9846595	0	1233	
9846695	2	511	
9846912	0	1244	
9847012	2	516	
9847221	0	1205	
9847324	2	527	
9847532	0	1200	
9847634	2	522	
9847838	0	1177	
9847942	2	533	
9848140	0	1144	
9848247	2	550	
9848441	0	1122	
9848551	2	566	
9848753	0	1166	
9848859	2	544	
9849082	0	1283	
9849181	2	505	
9849418	0	1361	
9849513	2	483	
9849759	0	1411	
9849853	2	477	
9850101	0	1422	
9850194	2	472	
9850438	0	1400	
9850532	2	477	
9850767	0	1350	
9850864	2	494	
9851093	0	1316	
9851191	2	500	
9851417	0	1300	
9851517	2	511	
9851744	0	1305	
9851843	2	505	
9852077	0	1344	
9852173	2	488	
9852411	0	1366	
9852506	2	483	
9852746	0	1377	
9852841	2	483	
9853087	0	1411	
9853181	2	477	
9853427	0	1411	
9853522	2	483	
9853767	0	1405	
